"year","make","model","mpg"
2003,"HARLEY DAVIDSON","XLH883",null
2003,"HARLEY DAVIDSON","XLH883HUG SPORTSTER 883 HUGGER",null
2003,"HINO","FA1517",null
2003,"HINO","FB1817",null
2003,"HINO","FD2320",146
2003,"HINO","FE2620",null
2003,"HINO","SG3325",119
2003,"HM","CRE 50",null
2003,"HONDA","ACCORD",null
2003,"HONDA","AQUATRAX F-12",2
2003,"HONDA","AQUATRAX F-12X",null
2003,"HONDA","AQUATRAX R-12X",null
2003,"HONDA","CB250 NIGHTHAWK",115
2003,"HONDA","CB750 NIGHTHAWK",null
2003,"HONDA","CB900F 919",112
2003,"HONDA","CBR1100XX SUPER BLACKBIRD",23
2003,"HONDA","CBR600F F4I",102
2003,"HONDA","CBR600RR",13
2003,"HONDA","CBR954RR",89
2003,"HONDA","CH80 ELITE",140
2003,"HONDA","CHF50 METROPOLITAN",null
2003,"HONDA","CHF50P METROPOLITAN II",null
2003,"HONDA","CIVIC",117
2003,"HONDA","CMX250C REBEL",null
2003,"HONDA","CR-V",null
2003,"HONDA","CR125R",7
2003,"HONDA","CR250R",null
2003,"HONDA","CR85R",null
2003,"HONDA","CR85RB EXPERT",124
2003,"HONDA","CRF150F",1
2003,"HONDA","CRF230F",24
2003,"HONDA","CRF450R",45
2003,"HONDA","ELEMENT",21
2003,"HONDA","FSC600 SILVER WING",80
2003,"HONDA","FSC600A SILVER WING ABS",42
2003,"HONDA","GL1500C/CD VALKYRIE",null
2003,"HONDA","GL1800 GOLD WING",null
2003,"HONDA","GL1800A GOLD WING ABS",null
2003,"HONDA","INSIGHT",92
2003,"HONDA","NPS50 RUCKUS",null
2003,"HONDA","NSS 250 JAZZ",null
2003,"HONDA","NSS250 REFLEX",55
2003,"HONDA","NSS250A REFLEX ABS",null
2003,"HONDA","ODYSSEY",null
2003,"HONDA","PILOT",47
2003,"HONDA","RVT1000R RC51",null
2003,"HONDA","S2000",null
2003,"HONDA","ST1100",88
2003,"HONDA","ST1100 ABS",120
2003,"HONDA","ST1300",null
2003,"HONDA","ST1300 ABS",17
2003,"HONDA","TRX250EX SPORTRAX",null
2003,"HONDA","TRX250TE FOURTRAX RECON ES",null
2003,"HONDA","TRX250TM FOURTRAX RECON",92
2003,"HONDA","TRX300EX SPORTRAX",null
2003,"HONDA","TRX350FE FOURTRAX RANCHER 4X4 ES",99
2003,"HONDA","TRX350FM FOURTRAX RANCHER 4X4",null
2003,"HONDA","TRX350TE FOURTRAX RANCHER ES",null
2003,"HONDA","TRX350TM FOURTRAX RANCHER",null
2003,"HONDA","TRX400EX SPORTRAX",78
2003,"HONDA","TRX400FW FOREMAN 4X4",null
2003,"HONDA","TRX450FE FOURTRAX FOREMAN ES",91
2003,"HONDA","TRX450FM FOURTRAX FOREMAN S",89
2003,"HONDA","TRX500FA FOURTRAX FOREMAN RUBICON",91
2003,"HONDA","TRX650FA FOURTRAX RINCON",17
2003,"HONDA","TRX90 SPORTRAX",103
2003,"HONDA","VF750C MAGNA",149
2003,"HONDA","VFR800 INTERCEPTOR",72
2003,"HONDA","VFR800A INTERCEPTOR ABS",20
2003,"HONDA","VT1100C SHADOW SPIRIT",null
2003,"HONDA","VT1100C2 SHADOW SABRE",112
2003,"HONDA","VT600C SHADOW VLX",null
2003,"HONDA","VT600CD SHADOW VLX DELUXE",126
2003,"HONDA","VT750C/CD SHADOW ACE",4
2003,"HONDA","VT750DC SHADOW SPIRIT",null
2003,"HONDA","VTR1000 SUPER HAWK",null
2003,"HONDA","VTX1300S",null
2003,"HONDA","VTX1800C",null
2003,"HONDA","VTX1800R",26
2003,"HONDA","VTX1800S",null
2003,"HONDA","XR100R",92
2003,"HONDA","XR250R",null
2003,"HONDA","XR400R",18
2003,"HONDA","XR50R",null
2003,"HONDA","XR650L",30
2003,"HONDA","XR650R",null
2003,"HONDA","XR70R",138
2003,"HONDA","XR80R",null
2003,"HUMMER","H1",null
2003,"HUMMER","H2",10
2003,"HUSABERG","FE400E",61
2003,"HUSABERG","FE501E",null
2003,"HUSABERG","FE650E",53
2003,"HUSABERG","FS400E",93
2003,"HUSABERG","FS650E",42
2003,"HUSABERG","FX650E",null
2003,"HUSQVARNA","CR125",null
2003,"HUSQVARNA","CR250",null
2003,"HUSQVARNA","TC250",null
2003,"HUSQVARNA","TC450",64
2003,"HUSQVARNA","TC610",null
2003,"HUSQVARNA","TE250",null
2003,"HUSQVARNA","TE450",null
2003,"HUSQVARNA","TE510",2
2003,"HUSQVARNA","TE610",null
2003,"HUSQVARNA","WR125",15
2003,"HUSQVARNA","WR250",null
2003,"HYUNDAI","ACCENT",133
2003,"HYUNDAI","ELANTRA",126
2003,"HYUNDAI","HMD 230",null
2003,"HYUNDAI","HMD 260",30
2003,"HYUNDAI","SANTA FE",66
2003,"HYUNDAI","SONATA",null
2003,"HYUNDAI","TIBURON",null
2003,"HYUNDAI","XG350",70
2003,"INDIAN","CHIEF",null
2003,"INDIAN","SCOUT",null
2003,"INDIAN","SPIRIT",null
2003,"INFINITI","FX35",105
2003,"INFINITI","FX45",null
2003,"INFINITI","G35",null
2003,"INFINITI","I35",null
2003,"INFINITI","M45",null
2003,"INFINITI","Q45",47
2003,"INFINITI","QX4",null
2003,"INTERNATIONAL","1652SC",93
2003,"INTERNATIONAL",2574,null
2003,"INTERNATIONAL",2674,null
2003,"INTERNATIONAL",3200,149
2003,"INTERNATIONAL",3800,16
2003,"INTERNATIONAL",4200,null
2003,"INTERNATIONAL","4200LP",null
2003,"INTERNATIONAL",4300,104
2003,"INTERNATIONAL","4300LP",null
2003,"INTERNATIONAL",4400,null
2003,"INTERNATIONAL","4400LP",134
2003,"INTERNATIONAL",4700,null
2003,"INTERNATIONAL",4800,40
2003,"INTERNATIONAL",4900,23
2003,"INTERNATIONAL","5500I",null
2003,"INTERNATIONAL","5600I",10
2003,"INTERNATIONAL","5900I SBA",null
2003,"INTERNATIONAL",7300,114
2003,"INTERNATIONAL","7300 SBA",18
2003,"INTERNATIONAL",7400,77
2003,"INTERNATIONAL",7500,121
2003,"INTERNATIONAL",7600,23
2003,"INTERNATIONAL",8500,44
2003,"INTERNATIONAL","8600 SBA",null
2003,"INTERNATIONAL","9100I SBA",39
2003,"INTERNATIONAL","9200I SBA",41
2003,"INTERNATIONAL","9400I SBA",null
2003,"INTERNATIONAL","9900I SFA",null
2003,"INTERNATIONAL","9900IX SFA",38
2003,"ISUZU","ASCENDER",null
2003,"ISUZU","AXIOM",125
2003,"ISUZU","FRR",44
2003,"ISUZU","FTR",41
2003,"ISUZU","FVR",36
2003,"ISUZU","NPR",null
2003,"ISUZU","NPR-HD",null
2003,"ISUZU","NQR",110
2003,"ISUZU","RODEO",129
2003,"ISUZU","RODEO SPORT",76
2003,"JAGUAR","S-TYPE",null
2003,"JAGUAR","VANDEN PLAS",null
2003,"JAGUAR","X-TYPE",null
2003,"JAGUAR","XJ8",136
2003,"JAGUAR","XJR",129
2003,"JAGUAR","XK8",null
2003,"JAGUAR","XKR",128
2003,"JEEP","GRAND CHEROKEE",null
2003,"JEEP","LIBERTY",107
2003,"JEEP","TJ",68
2003,"JEEP","WRANGLER",88
2003,"KASEA","SKYHAWK 170",null
2003,"KASEA","SKYHAWK 250",36
2003,"KASEA","SKYHAWK 90",null
2003,"KAWASAKI","BN125 ELIMINATOR",null
2003,"KAWASAKI","EN500C VULCAN 500 LTD",null
2003,"KAWASAKI","EX250F NINJA 250R",107
2003,"KAWASAKI","EX500 NINJA 500R",69
2003,"KAWASAKI","JH1100 1100ZXI",null
2003,"KAWASAKI","JH1100 ULTRA 130",null
2003,"KAWASAKI","JH1200 ULTRA 150",null
2003,"KAWASAKI","JS800 800 SX-R",76
2003,"KAWASAKI","JT1100 1100STX D.I.",null
2003,"KAWASAKI","JT1200 1200STX-R",24
2003,"KAWASAKI","JT1200 STX-12F",null
2003,"KAWASAKI","JT900 900STX",16
2003,"KAWASAKI","KAF300 MULE 550",null
2003,"KAWASAKI","KAF620 MULE 3000",115
2003,"KAWASAKI","KAF620 MULE 3010 4X4",41
2003,"KAWASAKI","KAF620 MULE 3020",37
2003,"KAWASAKI","KAF950 MULE 3010 DIESEL 4X4",null
2003,"KAWASAKI","KDX200",102
2003,"KAWASAKI","KDX220R",null
2003,"KAWASAKI","KDX50",null
2003,"KAWASAKI","KEF300 LAKOTA SPORT",null
2003,"KAWASAKI","KFX400",122
2003,"KAWASAKI","KFX50",55
2003,"KAWASAKI","KFX80",null
2003,"KAWASAKI","KL250 SUPER SHERPA",104
2003,"KAWASAKI","KLF250 BAYOU",null
2003,"KAWASAKI","KLF300 BAYOU 2X4",119
2003,"KAWASAKI","KLF300 BAYOU 4X4",null
2003,"KAWASAKI","KLR250",97
2003,"KAWASAKI","KLR650",7
2003,"KAWASAKI","KLX110",null
2003,"KAWASAKI","KLX125",null
2003,"KAWASAKI","KLX125L",39
2003,"KAWASAKI","KLX300R",145
2003,"KAWASAKI","KLX400R",127
2003,"KAWASAKI","KLX400SR",null
2003,"KAWASAKI","KSF250 MOJAVE",32
2003,"KAWASAKI","KVF360 PRAIRIE 2X4",124
2003,"KAWASAKI","KVF360 PRAIRIE 4X4",null
2003,"KAWASAKI","KVF650 PRAIRIE 4X4",null
2003,"KAWASAKI","KX100",null
2003,"KAWASAKI","KX125",null
2003,"KAWASAKI","KX250",79
2003,"KAWASAKI","KX500",null
2003,"KAWASAKI","KX60",122
2003,"KAWASAKI","KX65",null
2003,"KAWASAKI","KX85",127
2003,"KAWASAKI","KZ1000C/P POLICE",null
2003,"KAWASAKI","VN1500E VULCAN 1500 CLASSIC",22
2003,"KAWASAKI","VN1500J/R VULCAN 1500 DRIFTER",null
2003,"KAWASAKI","VN1500L VULCAN NOMAD FI",null
2003,"KAWASAKI","VN1500P VULCAN 1500 MEAN STREAK",11
2003,"KAWASAKI","VN1600A VULCAN 1600 CLASSIC",null
2003,"KAWASAKI","VN750A VULCAN 750",null
2003,"KAWASAKI","VN800A VULCAN 800",42
2003,"KAWASAKI","VN800B VULCAN 800 CLASSIC",5
2003,"KAWASAKI","VN800E VULCAN 800 DRIFTER",26
2003,"KAWASAKI","Z1000",null
2003,"KAWASAKI","ZG1000 CONCOURS",74
2003,"KAWASAKI","ZG1200 VOYAGER XII",57
2003,"KAWASAKI","ZR-7S",149
2003,"KAWASAKI","ZRX1200",54
2003,"KAWASAKI","ZX1200 NINJA ZX-12R",48
2003,"KAWASAKI","ZX600 NINJA ZX6-RR",126
2003,"KAWASAKI","ZX636 NINJA ZX-6R",null
2003,"KAWASAKI","ZX750 NINJA ZX-7R",125
2003,"KAWASAKI","ZX900 NINJA ZX-9R",145
2003,"KAWASAKI","ZZR 600",null
2003,"KAWASAKI","ZZR1200",null
2003,"KENWORTH","C500",137
2003,"KENWORTH","K100E",null
2003,"KENWORTH","K300",null
2003,"KENWORTH","T2000",null
2003,"KENWORTH","T300",null
2003,"KENWORTH","T600A",null
2003,"KENWORTH","T800",null
2003,"KENWORTH","W900",44
2003,"KIA","MAGENTIS",146
2003,"KIA","OPTIMA",32
2003,"KIA","RIO",53
2003,"KIA","SEDONA",129
2003,"KIA","SORENTO",null
2003,"KIA","SPECTRA",11
2003,"KTM","125 EXC",null
2003,"KTM","125 SX",139
2003,"KTM","125 SXS",146
2003,"KTM","200 EXC",null
2003,"KTM","200 MXC",null
2003,"KTM","200 SX",null
2003,"KTM","250 EXC",null
2003,"KTM","250 EXC 4-STROKE",2
2003,"KTM","250 SX",39
2003,"KTM","250 SXS",null
2003,"KTM","300 EXC",115
2003,"KTM","300 MXC",null
2003,"KTM","400 EXC",41
2003,"KTM","450 EXC",null
2003,"KTM","450 MXC",12
2003,"KTM","450 SX-F",109
2003,"KTM","450 SXS",null
2003,"KTM","50 MINI ADVENTURE",124
2003,"KTM","50 SX PRO SR LC",null
2003,"KTM","525 EXC",38
2003,"KTM","525 MXC",115
2003,"KTM","525 SX",null
2003,"KTM","625 SXC",null
2003,"KTM","640 ADVENTURE",32
2003,"KTM","640 DUKE II",15
2003,"KTM","640 SUPERMOTO",17
2003,"KTM","660 RALLY",null
2003,"KTM","950 ADVENTURE",33
2003,"KYMCO","BET & WIN 250",19
2003,"KYMCO","COBRA 50",null
2003,"KYMCO","COBRA CROSS",null
2003,"KYMCO","PEOPLE 50",null
2003,"KYMCO","SUPER 9",null
2003,"KYMCO","YUP 50",null
2003,"KYMCO","ZX 50",null
2003,"LAMBORGHINI","MURCIELAGO",57
2003,"LAND ROVER","DISCOVERY",null
2003,"LAND ROVER","FREELANDER",30
2003,"LAND ROVER","RANGE ROVER",78
2003,"LEM","CAYMAN LC",62
2003,"LEM","CONDOR S6",null
2003,"LEM","LX1",78
2003,"LEM","LX2 SPORT",57
2003,"LEM","LX3 SPORT",143
2003,"LEM","R2",null
2003,"LEM","R3",108
2003,"LEXUS","ES300",33
2003,"LEXUS","GS300",null
2003,"LEXUS","GS430",49
2003,"LEXUS","GX470",null
2003,"LEXUS","IS300",null
2003,"LEXUS","LS430",147
2003,"LEXUS","LX470",null
2003,"LEXUS","RX300",null
2003,"LEXUS","SC430",null
2003,"LINCOLN","AVIATOR",null
2003,"LINCOLN","BLACKWOOD",139
2003,"LINCOLN","LS",67
2003,"LINCOLN","NAVIGATOR",null
2003,"LINCOLN","TOWN CAR",59
2003,"LOTUS","ESPRIT",null
2003,"MACK","CH",107
2003,"MACK","CL",75
2003,"MACK","CV",143
2003,"MACK","DM",null
2003,"MACK","DMM",72
2003,"MACK","LE",null
2003,"MACK","MR",93
2003,"MACK","RB",null
2003,"MACK","RD",55
2003,"MASERATI","COUPE",109
2003,"MASERATI","SPYDER",null
2003,"MAYBACH",57,147
2003,"MAYBACH",62,100
2003,"MAZDA",6,1
2003,"MAZDA","B2300",null
2003,"MAZDA","B3000",null
2003,"MAZDA","B4000",null
2003,"MAZDA","MIATA",null
2003,"MAZDA","MPV",73
2003,"MAZDA","PROTEGE",143
2003,"MAZDA","PROTEGE5",null
2003,"MAZDA","TRIBUTE",null
2003,"MERCEDES-BENZ","C230",52
2003,"MERCEDES-BENZ","C240",13
2003,"MERCEDES-BENZ","C32 AMG",44
2003,"MERCEDES-BENZ","C320",94
2003,"MERCEDES-BENZ","CL500",39
2003,"MERCEDES-BENZ","CL55 AMG",null
2003,"MERCEDES-BENZ","CL600",null
2003,"MERCEDES-BENZ","CLK320",null
2003,"MERCEDES-BENZ","CLK430",52
2003,"MERCEDES-BENZ","CLK500",52
2003,"MERCEDES-BENZ","CLK55 AMG",97
2003,"MERCEDES-BENZ","E320",null
2003,"MERCEDES-BENZ","E500",null
2003,"MERCEDES-BENZ","E55 AMG",null
2003,"MERCEDES-BENZ","G500",95
2003,"MERCEDES-BENZ","G55 AMG",null
2003,"MERCEDES-BENZ","ML320",137
2003,"MERCEDES-BENZ","ML350",null
2003,"MERCEDES-BENZ","ML500",122
2003,"MERCEDES-BENZ","ML55 AMG",null
2003,"MERCEDES-BENZ","S430",140
2003,"MERCEDES-BENZ","S500",73
2003,"MERCEDES-BENZ","S55 AMG",19
2003,"MERCEDES-BENZ","S600",null
2003,"MERCEDES-BENZ","SL500",91
2003,"MERCEDES-BENZ","SL55 AMG",141
2003,"MERCEDES-BENZ","SLK230",144
2003,"MERCEDES-BENZ","SLK32 AMG",131
2003,"MERCEDES-BENZ","SLK320",91
2003,"MERCURY","GRAND MARQUIS",null
2003,"MERCURY","MARAUDER",null
2003,"MERCURY","MOUNTAINEER",null
2003,"MERCURY","SABLE",87
2003,"MINI","COOPER",null
2003,"MITSUBISHI","DIAMANTE",null
2003,"MITSUBISHI","ECLIPSE",null
2003,"MITSUBISHI","GALANT",74
2003,"MITSUBISHI","LANCER",116
2003,"MITSUBISHI","MONTERO",null
2003,"MITSUBISHI","MONTERO SPORT",15
2003,"MITSUBISHI","OUTLANDER",null
2003,"MITSUBISHI","SPACE STAR",null
2003,"MITSUBISHI FUSO","FE",110
2003,"MITSUBISHI FUSO","FE-HD",94
2003,"MITSUBISHI FUSO","FE-SP",74
2003,"MITSUBISHI FUSO","FG",2
2003,"MITSUBISHI FUSO","FH",null
2003,"MITSUBISHI FUSO","FK",78
2003,"MITSUBISHI FUSO","FM-HR",null
2003,"MITSUBISHI FUSO","FM-MR",126
2003,"MITSUBISHI FUSO","FM-SP",105
2003,"MITSUBISHI FUSO","FM-SR",null
2003,"MORGAN","PLUS 8",39
2003,"MOTO GUZZI","CALIFORNIA EV",null
2003,"MOTO GUZZI","CALIFORNIA STONE",43
2003,"MOTO GUZZI","CALIFORNIA STONE METAL",null
2003,"MOTOR COACH INDUSTRIES","102D3",null
2003,"MOTOR COACH INDUSTRIES","102DL3",null
2003,"MOTOR COACH INDUSTRIES","102EL3",122
2003,"MOTOR COACH INDUSTRIES","J4500",109
2003,"MV AGUSTA","F4-750 S",null
2003,"MV AGUSTA","F4-750 S 1+1",130
2003,"NEW FLYER","C30LF",15
2003,"NEW FLYER","C40LF",null
2003,"NEW FLYER","D40LF",137
2003,"NEW FLYER","D60LF",69
2003,"NISSAN","350Z",null
2003,"NISSAN","ALMERA",null
2003,"NISSAN","ALTIMA",101
2003,"NISSAN","FRONTIER",null
2003,"NISSAN","MAXIMA",null
2003,"NISSAN","MURANO",92
2003,"NISSAN","PATHFINDER",null
2003,"NISSAN","PICKUP",null
2003,"NISSAN","PLATINA",null
2003,"NISSAN","SENTRA",121
2003,"NISSAN","TSUBAME",87
2003,"NISSAN","TSURU",null
2003,"NISSAN","URVAN",56
2003,"NISSAN","X-TRAIL",136
2003,"NISSAN","XTERRA",103
2003,"NOVA BUS CORPORATION","LOW FLOOR 40",null
2003,"OLDSMOBILE","ALERO",134
2003,"OLDSMOBILE","AURORA",66
2003,"OLDSMOBILE","BRAVADA",null
2003,"OLDSMOBILE","SILHOUETTE",null
2003,"ORION BUS","ORION V",16
2003,"ORION BUS","ORION VII",null
2003,"OSHKOSH MOTOR TRUCK CO.","H",null
2003,"OSHKOSH MOTOR TRUCK CO.","P",101
2003,"PANOZ","ESPERANTE",null
2003,"PETERBILT",270,null
2003,"PETERBILT",320,null
2003,"PETERBILT",330,null
2003,"PETERBILT",357,57
2003,"PETERBILT",362,57
2003,"PETERBILT",378,10
2003,"PETERBILT",379,138
2003,"PETERBILT",385,34
2003,"PETERBILT",387,null
2003,"PEUGEOT",206,54
2003,"PEUGEOT",307,135
2003,"PEUGEOT",406,null
2003,"PEUGEOT",607,null
2003,"PEUGEOT","PARTNER",128
2003,"POLARIS","120 XC SP",141
2003,"POLARIS","340 CLASSIC",null
2003,"POLARIS","340 EDGE",92
2003,"POLARIS","340 TOURING",null
2003,"POLARIS","440 PRO X",null
2003,"POLARIS","440 PRO X FAN",89
2003,"POLARIS",500,null
2003,"POLARIS","500 CLASSIC",null
2003,"POLARIS","500 CLASSIC TOURING",15
2003,"POLARIS","500 XC",106
2003,"POLARIS","500 XC SP",90
2003,"POLARIS","550 CLASSIC",54
2003,"POLARIS","600 CLASSIC",null
2003,"POLARIS","600 CLASSIC TOURING",10
2003,"POLARIS","600 PRO X",143
2003,"POLARIS","600 RMK",null
2003,"POLARIS","600 XC",64
2003,"POLARIS","600 XC SP",136
2003,"POLARIS","700 CLASSIC",null
2003,"POLARIS","700 CLASSIC TOURING",null
2003,"POLARIS","700 PRO X",null
2003,"POLARIS","700 RMK",null
2003,"POLARIS","700 SKS",null
2003,"POLARIS","700 XC",76
2003,"POLARIS","700 XC SP",105
2003,"POLARIS","800 CLASSIC TOURING",null
2003,"POLARIS","800 PRO X",123
2003,"POLARIS","800 RMK",97
2003,"POLARIS","800 SKS",96
2003,"POLARIS","800 XC",null
2003,"POLARIS","800 XC SP",17
2003,"POLARIS","800 XCR",131
2003,"POLARIS","FREEDOM",null
2003,"POLARIS","FRONTIER CLASSIC",null
2003,"POLARIS","FRONTIER TOURING",null
2003,"POLARIS","GENESIS I",59
2003,"POLARIS","MAGNUM 330 2X4",null
2003,"POLARIS","MAGNUM 330 4X4",null
2003,"POLARIS","MAGNUM 500 4X4",null
2003,"POLARIS","MSX 140",null
2003,"POLARIS","OCTANE",17
2003,"POLARIS","PREDATOR 500",10
2003,"POLARIS","PREDATOR 90",null
2003,"POLARIS","RANGER 2X4 425",18
2003,"POLARIS","RANGER 4X4 500",80
2003,"POLARIS","RANGER 6X6 500",16
2003,"POLARIS","SCRAMBLER 50",null
2003,"POLARIS","SCRAMBLER 500 4X4",7
2003,"POLARIS","SPORT TOURING",null
2003,"POLARIS","SPORTSMAN 400",29
2003,"POLARIS","SPORTSMAN 500 6X6",67
2003,"POLARIS","SPORTSMAN 500 HO",null
2003,"POLARIS","SPORTSMAN 600",null
2003,"POLARIS","SPORTSMAN 700",0
2003,"POLARIS","SPORTSMAN 90",35
2003,"POLARIS","SUPER SPORT",149
2003,"POLARIS","SUPER SPORT X",null
2003,"POLARIS","TRAIL BLAZER 250",null
2003,"POLARIS","TRAIL BLAZER 400",88
2003,"POLARIS","TRAIL BOSS 330",null
2003,"POLARIS","TRAIL RMK",23
2003,"POLARIS","TRAIL TOURING",null
2003,"POLARIS","VIRAGE",26
2003,"POLARIS","VIRAGE I",null
2003,"POLARIS","WIDE TRAK LX",null
2003,"PONTIAC","AZTEK",141
2003,"PONTIAC","BONNEVILLE",84
2003,"PONTIAC","GRAND AM",49
2003,"PONTIAC","GRAND PRIX",106
2003,"PONTIAC","MONTANA",null
2003,"PONTIAC","SUNFIRE",49
2003,"PONTIAC","VIBE",33
2003,"PORSCHE",911,null
2003,"PORSCHE","BOXSTER",null
2003,"PORSCHE","CAYENNE",null
2003,"RENAULT","CLIO",3
2003,"RENAULT","LAGUNA",null
2003,"RENAULT","MEGANE",108
2003,"RENAULT","SCENIC",null
2003,"ROVER",75,11
2003,"SAAB","9-3",null
2003,"SAAB","9-5",64
2003,"SALEEN","S7",59
2003,"SATURN","ION",48
2003,"SATURN","ION-1",84
2003,"SATURN","ION-2",118
2003,"SATURN","ION-3",101
2003,"SATURN","L SERIES",null
2003,"SATURN","L200",106
2003,"SATURN","L300",59
2003,"SATURN","LW SERIES",null
2003,"SATURN","LW200",null
2003,"SATURN","LW300",9
2003,"SATURN","VUE",null
2003,"SEA-DOO","GTI",88
2003,"SEA-DOO","GTI LE",null
2003,"SEA-DOO","GTI LE RFI",null
2003,"SEA-DOO","GTX 4-TEC",115
2003,"SEA-DOO","GTX 4-TEC LIMITED SUPERCHARGED",36
2003,"SEA-DOO","GTX 4-TEC SUPERCHARGED",null
2003,"SEA-DOO","GTX 4-TEC WAKE",null
2003,"SEA-DOO","GTX DI",null
2003,"SEA-DOO","LRV DI",null
2003,"SEA-DOO","RX DI",null
2003,"SEA-DOO","XP DI",99
2003,"SEAT","ALHAMBRA",null
2003,"SEAT","CORDOBA",null
2003,"SEAT","IBIZA",null
2003,"SEAT","LEON",72
2003,"SEAT","TOLEDO",null
2003,"SKI-DOO","GRAND TOURING 380 FAN",null
2003,"SKI-DOO","GRAND TOURING 500 SPORT",93
2003,"SKI-DOO","GRAND TOURING 550 FAN",99
2003,"SKI-DOO","GRAND TOURING 600 SE",134
2003,"SKI-DOO","GRAND TOURING 600 SPORT",116
2003,"SKI-DOO","GRAND TOURING 700 SE",null
2003,"SKI-DOO","GRAND TOURING 700 SPORT",null
2003,"SKI-DOO","GRAND TOURING 800 SE",null
2003,"SKI-DOO","GRAND TOURING V-1000 SPORT",null
2003,"SKI-DOO","LEGEND 380 FAN",null
2003,"SKI-DOO","LEGEND 500 FAN",147
2003,"SKI-DOO","LEGEND 500 SPORT",133
2003,"SKI-DOO","LEGEND 600 SE",2
2003,"SKI-DOO","LEGEND 600 SPORT",33
2003,"SKI-DOO","LEGEND 700 SE",131
2003,"SKI-DOO","LEGEND 700 SPORT",38
2003,"SKI-DOO","LEGEND 800 SE SDI",141
2003,"SKI-DOO","LEGEND V-1000 SPORT",null
2003,"SKI-DOO","MACH Z TECH PLUS",106
2003,"SKI-DOO","MINI Z",null
2003,"SKI-DOO","MX Z 380 FAN",20
2003,"SKI-DOO","MX Z 440 X",128
2003,"SKI-DOO","MX Z 500 ADRENALINE",87
2003,"SKI-DOO","MX Z 500 TRAIL",null
2003,"SKI-DOO","MX Z 550 FAN",149
2003,"SKI-DOO","MX Z 600 ADRENALINE",null
2003,"SKI-DOO","MX Z 600 RENEGADE",null
2003,"SKI-DOO","MX Z 600 SPORT",null
2003,"SKI-DOO","MX Z 600 TRAIL",null
2003,"SKI-DOO","MX Z 600 X",null
2003,"SKI-DOO","MX Z 700 ADRENALINE",127
2003,"SKI-DOO","MX Z 800 ADRENALINE",null
2003,"SKI-DOO","MX Z 800 RENEGADE",null
2003,"SKI-DOO","MX Z 800 SPORT",66
2003,"SKI-DOO","MX Z 800 X",null
2003,"SKI-DOO","SKANDIC 440 LT",106
2003,"SKI-DOO","SKANDIC 500 SPORT",149
2003,"SKI-DOO","SKANDIC 500 SWT",null
2003,"SKI-DOO","SKANDIC 500 WT",null
2003,"SKI-DOO","SKANDIC 600 SUV",35
2003,"SKI-DOO","SKANDIC 600 WT",14
2003,"SKI-DOO","SUMMIT 550 FAN",141
2003,"SKI-DOO","SUMMIT 600 ADRENALINE",88
2003,"SKI-DOO","SUMMIT 700 ADRENALINE",null
2003,"SKI-DOO","SUMMIT 700 HIGHMARK",51
2003,"SKI-DOO","SUMMIT 700 X",null
2003,"SKI-DOO","SUMMIT 800 ADRENALINE 144",null
2003,"SKI-DOO","SUMMIT 800 HIGHMARK",44
2003,"SKI-DOO","SUMMIT 800 HIGHMARK X",25
2003,"SKI-DOO","SUMMIT 800 HIGHMARK XTREME",null
2003,"SKI-DOO","SUMMIT 800 X",null
2003,"SKI-DOO","TUNDRA R",null
2003,"STERLING","ACTERRA 5500",null
2003,"STERLING","ACTERRA 6500",null
2003,"STERLING","ACTERRA 7500",87
2003,"STERLING","L7500",126
2003,"STERLING TRUCK","A9500",null
2003,"STERLING TRUCK","AT9500",null
2003,"STERLING TRUCK","CONDOR",null
2003,"STERLING TRUCK","L8500",48
2003,"STERLING TRUCK","L9500",null
2003,"STERLING TRUCK","LT7500",null
2003,"STERLING TRUCK","LT8500",null
2003,"STERLING TRUCK","LT9500",76
2003,"SUBARU","BAJA",71
2003,"SUBARU","FORESTER",116
2003,"SUBARU","IMPREZA",null
2003,"SUBARU","LEGACY",24
2003,"SUBARU","OUTBACK",null
2003,"SUZUKI","AERIO",93
2003,"SUZUKI","AN400 BURGMAN",null
2003,"SUZUKI","AN650 BURGMAN",null
2003,"SUZUKI","DL1000 V-STROM",null
2003,"SUZUKI","DR-Z110",128
2003,"SUZUKI","DR-Z125",59
2003,"SUZUKI","DR-Z125L",null
2003,"SUZUKI","DR-Z250",44
2003,"SUZUKI","DR-Z400",null
2003,"SUZUKI","DR-Z400E",null
2003,"SUZUKI","DR-Z400S",null
2003,"SUZUKI","DR200SE",null
2003,"SUZUKI","DR650SE",118
2003,"SUZUKI","GRAND VITARA",null
2003,"SUZUKI","GSF1200S BANDIT",null
2003,"SUZUKI","GSF600S BANDIT",121
2003,"SUZUKI","GSX-R1000",null
2003,"SUZUKI","GSX-R600",null
2003,"SUZUKI","GSX-R750",null
2003,"SUZUKI","GSX1300R HAYABUSA",64
2003,"SUZUKI","GSX600F KATANA",60
2003,"SUZUKI","GSX750F KATANA",null
2003,"SUZUKI","GZ250",45
2003,"SUZUKI","JR50",94
2003,"SUZUKI","JR80",null
2003,"SUZUKI","LS650 SAVAGE",null
2003,"SUZUKI","LT-A400 EIGER 2X4 AUTO",17
2003,"SUZUKI","LT-A400F EIGER 4X4 AUTO",1
2003,"SUZUKI","LT-A50 QUADMASTER",null
2003,"SUZUKI","LT-A500F VINSON 500 4X4 AUTO",null
